,Name,region,country,type,url
26026,Shenzhen Technology Development Program,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012272
26027,SANParks,Africa,zaf,National government,http://dx.doi.org/10.13039/501100012273
26028,State Key Laboratory of Palaeobiology and Stratigraphy,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012274
26029,Technical System of Potato Industry in Shandong Province,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012275
26030,Tillotts Pharma,Europe,che,For-profit companies (industry),http://dx.doi.org/10.13039/501100012276
26031,UAE Space Agency,Asia,are,National government,http://dx.doi.org/10.13039/501100012277
26032,Xinjiang Geological Exploration Foundation,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012278
26033,Zhejiang Xin-miao Talents Program,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012279
26034,Zhuhai Collaborative Innovation Center of Healthy Management of Rail Transportation,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012280
26035,Specialized Research Fund for the Technology Innovation of Foshan City,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012281
26036,ICFC,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012282
26037,Chiayi Chang Gung Memorial Hospital,Asia,twn,Other non-profit organizations,http://dx.doi.org/10.13039/501100012283
26038,Chica and Heinz Schaller Foundation,Europe,deu,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012284
26039,"Department of Economy, Science and Innovation",Europe,bel,National government,http://dx.doi.org/10.13039/501100012285
26040,"Deputy for Research and Technology, Kermanshah University of Medical Sciences",Asia,irn,Universities (academic only),http://dx.doi.org/10.13039/501100012286
26041,Foundation for Research and Technology-Hellas,Europe,grc,Local government,http://dx.doi.org/10.13039/501100012288
26042,Key Laboratory of Autonomous Systems and Network Control,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012289
26043,INEA,Europe,eue,National government,http://dx.doi.org/10.13039/501100012290
26044,"Institute of Advanced Energy, Kyoto University",Asia,jpn,Universities (academic only),http://dx.doi.org/10.13039/501100012291
26045,"Working Dog Centre, Massey University",Oceania,nzl,Research institutes and centers,http://dx.doi.org/10.13039/501100012292
26046,"Minerva Center for Movement Ecology, Hebrew University of Jerusalem",Asia,isr,Research institutes and centers,http://dx.doi.org/10.13039/501100012293
26047,National Social Science Fund Youth Project,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012294
26048,NIHR Newcastle Biomedical Research Centre,Europe,gbr,Research institutes and centers,http://dx.doi.org/10.13039/501100012295
26049,Norsvin,Europe,nor,For-profit companies (industry),http://dx.doi.org/10.13039/501100012296
26050,Jiangsu Key Laboratory of Spectral Imaging Intelligence Sense,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012297
26051,"Guangxi Key Laboratory of Petrochemical Resource Processing and Process Intensification Technology, Guangxi University",Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012298
26052,Rheumasearch,Europe,che,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012299
26053,Sámi National Centre for Mental Health and Substance Use,Europe,nor,Local government,http://dx.doi.org/10.13039/501100012300
26054,Familie Schambach-Stiftung,Europe,deu,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012301
26055,Guangdong Power Grid Company,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012302
26056,Key Disciplines Construction Project of Shanghai Municipal,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012303
26057,Three New Projects of Agricultural Aquaculture Program of Jiangsu,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012304
26058,UNIMOL,Europe,ita,Universities (academic only),http://dx.doi.org/10.13039/501100012305
26059,The University of Trieste,Europe,ita,Universities (academic only),http://dx.doi.org/10.13039/501100012306
26060,Royal Golden Jubilee,Asia,tha,Universities (academic only),http://dx.doi.org/10.13039/501100012309
26061,Alzahra,Asia,irn,Universities (academic only),http://dx.doi.org/10.13039/501100012310
26062,National Institute of Informatics,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/501100012311
26063,TEPCO Memorial Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012312
26064,ICCER,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/501100012313
26065,Shindai,Asia,jpn,Universities (academic only),http://dx.doi.org/10.13039/501100012314
26066,"Institute for Fiber Engineering, Shinshu University",Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/501100012315
26067,IMS,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/501100012316
26068,University College London Hospitals Biomedical Research Centre,Europe,gbr,Universities (academic only),http://dx.doi.org/10.13039/501100012317
26069,IMPRS ProEng,Europe,deu,Universities (academic only),http://dx.doi.org/10.13039/501100012318
26070,Max Planck Institute for Dynamics of Complex Technical Systems,Europe,deu,Research institutes and centers,http://dx.doi.org/10.13039/501100012319
26071,Otto von Guericke University Magdeburg,Europe,deu,Universities (academic only),http://dx.doi.org/10.13039/501100012320
26072,Regional Council of South Savo,Europe,fin,Other non-profit organizations,http://dx.doi.org/10.13039/501100012321
26073,NDUM,Asia,mys,Universities (academic only),http://dx.doi.org/10.13039/501100012322
26074,CSIR-IICB,Asia,ind,Research institutes and centers,http://dx.doi.org/10.13039/501100012323
26075,National Social Science Fund of China,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012325
26076,Key Program for International S&T Cooperation Projects of China,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012326
26077,"Key Laboratory of Universal Wireless Communications, Ministry of Education",Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012327
26078,北京邮电学院网络体系构建与融合北京市重点实验室,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012328
26079,Ministry of Sports and Education,Asia,lao,National government,http://dx.doi.org/10.13039/501100012329
26080,Okayama University,Asia,jpn,Universities (academic only),http://dx.doi.org/10.13039/501100012330
26081,LEO Foundation,Europe,dnk,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012331
26082,USTC Center of Micro and Nanoscale Research and Fabrication,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012333
26083,Graduate Scientific Research and Innovation Foundation of Chongqing,Asia,chn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012334
26084,National Defense Basic Scientific Research Program of China,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012335
26085,Major State Basic Research Development Program of China,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012336
26086,Nanhu Scholars Program for Young Scholars of Xinyang Normal University,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012337
26087,Xinyang Normal University,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012338
26088,CSIR – Indian Institute of Chemical Biology,Asia,ind,Research institutes and centers,http://dx.doi.org/10.13039/501100012339
26089,School for Public Health Research,Europe,gbr,Local government,http://dx.doi.org/10.13039/501100012349
26090,British Liver Trust,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012350
26091,Mitsubishi Tanabe Pharma Corp,Asia,jpn,For-profit companies (industry),http://dx.doi.org/10.13039/501100012351
26092,Danish Football Association,Europe,dnk,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012352
26093,Deutschen Konsortium für Translationale Krebsforschung,Europe,deu,Other non-profit organizations,http://dx.doi.org/10.13039/501100012353
26094,IFI,Europe,irl,Local government,http://dx.doi.org/10.13039/501100012354
26095,UEG,Europe,aut,Other non-profit organizations,http://dx.doi.org/10.13039/501100012355
26096,Institute for Future Environments,Oceania,aus,Universities (academic only),http://dx.doi.org/10.13039/501100012356
26097,CLAHRC GM,Europe,gbr,National government,http://dx.doi.org/10.13039/501100012358
26098,Promotion and Mutual Aid Corporation for Private Schools of Japan,Asia,jpn,For-profit companies (industry),http://dx.doi.org/10.13039/501100012359
26099,Anton & Petra Ehrmann-Stiftung,Europe,deu,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/501100012379
26100,Tillväxtverket,Europe,swe,National government,http://dx.doi.org/10.13039/501100012380
26101,DMR,Americas,usa,Local government,http://dx.doi.org/10.13039/501100012381
26102,EEPSEA,Asia,phl,Other non-profit organizations,http://dx.doi.org/10.13039/501100012382
26103,Jōhō Tsūshin Kenkyū Kikō,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/501100012389
26104,Swiss Initiative in Systems Biology,Europe,che,Other non-profit organizations,http://dx.doi.org/10.13039/501100012390
26105,FKNE,Europe,bel,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012391
26106,FENS,Europe,bel,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012392
26107,ACE CRC,Oceania,aus,National government,http://dx.doi.org/10.13039/501100012393
26108,CFS,Americas,can,Local government,http://dx.doi.org/10.13039/501100012394
26109,CIRN,Americas,can,Other non-profit organizations,http://dx.doi.org/10.13039/501100012395
26110,Application-oriented Foundation of Committee Organization Department of Sichuan Provincial Party,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012396
26111,Army Medical University,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012397
26112,Basic Research Foundation of Beijing Institute of Technology,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012398
26113,北京数学与信息交叉科学协同创新中心,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012399
26114,北京市重点学科建设项目,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012400
26115,Beijing Science and Technology Planning Project,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012401
26116,CAS Key Laboratory of Receptor Research,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012402
26117,Central University Basic Scientific Research Business Expenses Special Funds,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012403
26118,Fuyang Normal University,Asia,chn,Universities (academic only),http://dx.doi.org/10.13039/501100012404
26119,Beijing Institute of Applied Physics and Computational Mathematics,Asia,chn,Research institutes and centers,http://dx.doi.org/10.13039/501100012405
26120,Organization Department of Sichuan Provincial Party Committee,Asia,chn,Local government,http://dx.doi.org/10.13039/501100012406
26121,Casen Recordati,Europe,esp,For-profit companies (industry),http://dx.doi.org/10.13039/501100012408
26122,Agharkar Research Institute,Asia,ind,Research institutes and centers,http://dx.doi.org/10.13039/501100012409
26123,Anand Agricultural University,Asia,ind,Universities (academic only),http://dx.doi.org/10.13039/501100012410
26124,ABZUMS,Asia,irn,Universities (academic only),http://dx.doi.org/10.13039/501100012411
26125,KMU,Asia,jpn,Universities (academic only),http://dx.doi.org/10.13039/501100012412
26126,Catholic Institute of Cell Therapy,Asia,kor,Research institutes and centers,http://dx.doi.org/10.13039/501100012413
26127,BU,Asia,phl,Universities (academic only),http://dx.doi.org/10.13039/501100012414
26128,Biomedical Research Council,Asia,sgp,For-profit companies (industry),http://dx.doi.org/10.13039/501100012415
26129,BMDW,Europe,aut,National government,http://dx.doi.org/10.13039/501100012416
26130,BMNT,Europe,aut,National government,http://dx.doi.org/10.13039/501100012417
26131,ABRASCO,Americas,bra,Associations and societies (private and public),http://dx.doi.org/10.13039/501100012418
